id_umkm,nama_usaha,jenis_usaha,omset,aset,status_legalitas,is_aligned
288211993,UD. Nazar Wangi,Perdagangan,6501658,8709764,Terdaftar,1
288211994,UD. Lono Brawijaya,Kesehatan,40934094,9942762,Terdaftar,1
288211995,UD. Bagir Jaya,Jasa,29877807,4932749,Terdaftar,1
,UD. Bulan Elok Echa,Jasa,20558832,1152393,Belum Terdaftar,0
288211997,UD. Barokah Prabawa,Kesehatan,11863248,6956358,Belum Terdaftar,0
288211998,UD. Gerry Sunardi,Pendidikan,24645478,987911,Terdaftar,1
288211999,UD. Ciko Nusa,Perdagangan,11229763,8944539,Belum Terdaftar,0
288212000,UD. Ayesha Trisaktiatma,Kesehatan,33228878,771480,Belum Terdaftar,0
288212001,UD. Taufan Wirawati Gisel,Pendidikan,7296746,1323891,Terdaftar,1
288212002,UD. Oki Sidarta,Jasa,17368507,8255984,Belum Terdaftar,0
288212003,UD. Zaki Sudharmo,Kesehatan,1110494,5237798,Belum Terdaftar,0
288212004,UD. Qori Sudharmo,Perdagangan,31313733,6165718,Belum Terdaftar,0
288212005,UD. Damaris Trijaya,Perdagangan,41721369,9261455,Terdaftar,1
288212006,UD. Rian Jayengprana,Pendidikan,21012986,6015843,Terdaftar,1
288212007,UD. Icha Sarwono,Perdagangan,36188544,2897987,Belum Terdaftar,0
288212008,UD. Fadli Trisaktiatma,Perdagangan,33310301,7554203,Belum Terdaftar,0
288212009,UD. Halimah Nirbayu,Jasa,41532793,1573885,Terdaftar,1
288212010,UD. Vito Ratu,Pendidikan,16216725,1604971,Terdaftar,1
288212011,UD. Lana Tri,Jasa,23806071,9039727,Belum Terdaftar,0
288212012,UD. Ulil Agastya,Kesehatan,47263680,8249407,Belum Terdaftar,0
288212013,UD. Febri Wijaya,Kesehatan,23603147,7615501,Terdaftar,1
288212014,UD. Balqis Pramana,Perdagangan,15614082,988374,Terdaftar,1
288212015,UD. Diyan Bersemi,Pendidikan,23968444,1256514,Belum Terdaftar,0
288212016,UD. Haidar Trisula,Jasa,12573257,3738418,Belum Terdaftar,0
288212017,UD. Putri Gita,Kesehatan,30171200,4394876,Terdaftar,1
288212018,UD. Mira Wiratama,Pendidikan,4098617,4229999,Belum Terdaftar,0
288212019,UD. Nando Jaladara,Pendidikan,37666642,9821876,Terdaftar,1
288212020,UD. Zahira Sanjaya,Pendidikan,46330257,4226845,Terdaftar,1
288212021,UD. Aqila Setia,Jasa,7427372,2726749,Terdaftar,1
288212022,UD. Bulan Prabawa,Pendidikan,14239667,7038880,Terdaftar,1
288212023,UD. Halim Nawasena,Perdagangan,29204638,8617554,Belum Terdaftar,0
288212024,UD. Putra Sarwono,Kesehatan,25026325,9687228,Belum Terdaftar,0
288212025,UD. Esa Karang,Pendidikan,48048515,7015012,Belum Terdaftar,0
288212026,UD. Anang Terang,Jasa,7759208,1590178,Terdaftar,1
288212027,UD. Willy Mulya Binar,Perdagangan,23891465,3599022,Belum Terdaftar,0
288212028,UD. Olla Suryaatmaja,Jasa,42099721,9571554,Belum Terdaftar,0
288212029,UD. Damar Wicaksana Tegar,Pendidikan,49186062,4428396,Terdaftar,1
288212030,UD. Wahyu Sumringah,Kesehatan,20486276,5536740,Belum Terdaftar,0
288212031,UD. Habib Surapati Qamar,Kesehatan,49732017,6893748,Belum Terdaftar,0
288212032,UD. Wulan Suci Chintya,Pendidikan,35252268,6511158,Terdaftar,1
288212033,UD. Wulan Persada,Kesehatan,42493585,7000398,Terdaftar,1
,UD. Sani Sumringah,Kesehatan,48268152,5643765,Terdaftar,1
288212035,UD. Rahmat Kencana Rafif,Jasa,14149999,4824897,Belum Terdaftar,0
288212036,UD. Putra Widjaja,Pendidikan,42497393,6748232,Belum Terdaftar,0
288212037,UD. Odie Kamajaya Cipta,Kesehatan,32247300,5069817,Terdaftar,1
288212038,UD. Zulkarnaen Arya,Jasa,32820471,9123918,Terdaftar,1
288212039,UD. Wira Utamaindah Delia,Kesehatan,31818925,3685127,Belum Terdaftar,0
288212040,UD. Zahira Ceria,Jasa,12979738,6315096,Belum Terdaftar,0
288212041,UD. Valen Merdeka,Pendidikan,41505459,9496575,Belum Terdaftar,0
288212042,UD. Koko Jagadmaya,Perdagangan,31193049,8306574,Belum Terdaftar,0
288212043,UD. Raka Tejakusuma,Pendidikan,17213612,2363493,Belum Terdaftar,0
288212044,UD. Wira Mulya,Jasa,37425256,9143820,Terdaftar,1
288212045,UD. Inten Kusumajati,Pendidikan,40100502,9242448,Terdaftar,1
288212046,UD. Wito Sarwono,Kesehatan,32960156,1690958,Belum Terdaftar,0
288212047,UD. Fanny Sudarsana Hanafi,Perdagangan,23408506,2264452,Belum Terdaftar,0
288212048,UD. Bagir Widjaja,Jasa,3542581,1558714,Belum Terdaftar,0
288212049,UD. Najwa Padi,Perdagangan,29772678,2370421,Terdaftar,1
288212050,UD. Winda Nirmala Udin,Perdagangan,27540255,3898578,Belum Terdaftar,0
288212051,UD. Baim Merdeka,Pendidikan,29931048,2437809,Terdaftar,1
288212052,UD. Jihan Jayengprana,Pendidikan,17324209,7981068,Terdaftar,1
288212053,UD. Ony Jayabaya,Fashion,13963088,5733506,Belum Terdaftar,0
288212054,UD. Cinta Dharma,Kesehatan,10743776,5754117,Terdaftar,1
288212055,UD. Zulkarnaen Anggrek,Perdagangan,3686749,4017755,Terdaftar,1
288212056,UD. Celsi Selaras,Perdagangan,33019009,5659619,Terdaftar,1
288212057,UD. Olivia Surya,Jasa,15365883,3195404,Belum Terdaftar,0
288212058,UD. Uli Wicaksana,Kesehatan,38322413,1799273,Belum Terdaftar,0
288212059,UD. Lana Indah,Perdagangan,47722019,2702346,Belum Terdaftar,0
288212060,UD. Qisya Utama Lintang,Kesehatan,34772821,880332,Terdaftar,1
288212061,UD. Zaki Ananta Hasna,Jasa,18422744,9852817,Terdaftar,1
288212062,UD. Karla Baswara,Perdagangan,45874480,7669672,Terdaftar,1
288212063,UD. Rafi Cerah,Jasa,49005255,1365257,Terdaftar,1
288212064,UD. Riko Siang,Jasa,6964862,2728536,Terdaftar,1
288212065,UD. Wito Radhitya,Perdagangan,32205415,2600142,Belum Terdaftar,0
288212066,UD. Jibril Bahagia,Jasa,22698220,9111739,Terdaftar,1
288212067,UD. Salwa Manggala,Kesehatan,7907647,9863360,Terdaftar,1
288212068,UD. Hendra Jayaningrat Erlin,Jasa,2664816,8615085,Belum Terdaftar,0
288212069,UD. Hendra Galuh,Jasa,30840623,3102638,Terdaftar,1
288212070,UD. Ziva Satya Damar,Jasa,31225136,1355381,Belum Terdaftar,0
288212071,UD. Putra Panembahan,Jasa,23899230,8390931,Terdaftar,1
288212072,UD. Ony Utamajaya,Perdagangan,28322947,9271314,Belum Terdaftar,0
288212073,UD. Mika Mahendra,Jasa,47451033,3100121,Belum Terdaftar,0
288212074,UD. Yoga Tunggal,Pendidikan,8660936,5751101,Terdaftar,1
288212075,UD. Wenda Satya,Kesehatan,44193310,3613488,Belum Terdaftar,0
288212076,UD. Erlin Senja,Pendidikan,49989193,9475584,Terdaftar,1
288212077,UD. Ulya Saputra,Jasa,6419058,5318398,Belum Terdaftar,0
288212078,UD. Gita Prabawa,Perdagangan,32227589,4179008,Belum Terdaftar,0
288212079,UD. Vega Gita Indira,Perdagangan,19318507,648209,Terdaftar,1
288212080,UD. Zahira Darussalam,Kesehatan,6205017,9254419,Terdaftar,1
288212081,UD. Qory Tengah,Perdagangan,16998154,3240003,Terdaftar,1
288212082,UD. Rahmat Widuri,Pendidikan,1589432,5217322,Belum Terdaftar,0
288212083,UD. Jihan Madya,Pendidikan,26535211,3055579,Belum Terdaftar,0
288212084,UD. Salwa Puri,Pendidikan,20018747,9535383,Terdaftar,1
288212085,UD. Cinta Sundawa,Perdagangan,48772267,9020451,Belum Terdaftar,0
288212086,UD. Jay Arsana,Kesehatan,8656134,8173074,Belum Terdaftar,0
288212087,UD. Hilmiyah Kencana,Pendidikan,17306404,2261123,Terdaftar,1
288212088,UD. Binar Lingga,Perdagangan,25734842,2344415,Terdaftar,1
288212089,UD. Pasha Yudhistira,Kesehatan,8441850,3282851,Belum Terdaftar,0
288212090,UD. Riko Satria Najwa,Jasa,26492080,9668873,Terdaftar,1
288212091,UD. Fitri Padi,Perdagangan,43509157,2781762,Belum Terdaftar,0
288212092,UD. Tiara Saputranegara,Perdagangan,29604755,2257849,Belum Terdaftar,0
288212093,UD. Via Sidarta Okta,Pendidikan,23417365,2550113,Belum Terdaftar,0
288212094,UD. Poppy Anindita,Jasa,31016325,9881247,Terdaftar,1
288212095,UD. Marsya Jaya,Pendidikan,20618667,4286954,Terdaftar,1
288212096,UD. Eren Sumringah,Makanan & Minuman,27021060,748761,Terdaftar,1
288212097,UD. Wesly Hilir,Kesehatan,38723956,7434074,Terdaftar,1
288212098,UD. Lando Kusen,Pendidikan,32067338,2389759,Belum Terdaftar,0
,UD. Alvino Sasmita,Perdagangan,2614977,9460375,Terdaftar,1
288212100,UD. Chintya Ceria,Perdagangan,3244253,4733721,Terdaftar,1
288212101,UD. Ulya Setia,Perdagangan,39152839,8418767,Belum Terdaftar,0
288212102,UD. Kiki Kusumajati Nina,Jasa,44858727,1394447,Terdaftar,1
288212103,UD. Vita Widjaja,Pendidikan,32831929,6565109,Terdaftar,1
288212104,UD. Dewi Tri Qyla,Pendidikan,40642759,5059523,Belum Terdaftar,0
288212105,UD. Nayla Bangun,Kesehatan,38582566,9909799,Terdaftar,1
288212106,UD. Anis Purnama,Kesehatan,10155682,5509831,Belum Terdaftar,0
,UD. Abel Prana,Pendidikan,43391936,6573724,Terdaftar,1
288212108,UD. Aldo Asih,Pendidikan,29008644,6307851,Terdaftar,1
288212109,UD. Lintang Luhur,Jasa,7725071,5199614,Terdaftar,1
288212110,UD. Fadli Bahari,Fashion,17738894,5713158,Terdaftar,1
288212111,UD. Umi Brawijaya,Fashion,12155446,4784361,Terdaftar,1
288212112,UD. Qori Mulya,Jasa,,6161850,Belum Terdaftar,0
288212113,UD. Grego Madya,Perdagangan,3818666,9954056,,0
288212114,UD. Taufik Senopati,Pendidikan,19739951,3480261,Belum Terdaftar,0
288212115,UD. Sari Panuluh,Pendidikan,9625643,1847024,Belum Terdaftar,0
288212116,UD. Guntur Kusen Koko,Kesehatan,20976570,8135052,Terdaftar,1
288212117,UD. Sekar Wirawati,Kesehatan,35301549,667333,Terdaftar,1
288212118,UD. Carissa Adikara,Kesehatan,26879116,3354335,Terdaftar,1
288212119,UD. Erni Senja,Perdagangan,17072125,1604600,Belum Terdaftar,0
288212120,UD. Krisna Agung,Jasa,45320392,3567024,Terdaftar,1
288212121,UD. Esa Lingga,Kesehatan,35962201,7706796,Terdaftar,1
288212122,UD. Asep Wijapranata Kevin,Perdagangan,19060078,7701620,Terdaftar,1
288212123,UD. Yora Citra,Pendidikan,44472783,6138478,Terdaftar,1
288212124,UD. Iqra Adyatma,Pendidikan,32696105,7256887,Terdaftar,1
288212125,UD. Mario Prima,Perdagangan,41686756,9269652,Terdaftar,1
288212126,UD. Jihan Yudhistira,Perdagangan,32375466,9968990,Belum Terdaftar,0
288212127,UD. Prananda Baru Joko,Kesehatan,3470341,6240283,Belum Terdaftar,0
288212128,UD. Zain Gatra,Pendidikan,18416157,2392839,Belum Terdaftar,0
288212129,UD. Iman Anggrek Ujang,Makanan & Minuman,8464530,5213621,Belum Terdaftar,0
288212130,UD. Tami Adyatma,Perdagangan,2292054,9423753,Terdaftar,1
288212131,UD. Eni Gandewa Agus,Perdagangan,25538286,9306368,Terdaftar,1
288212132,UD. Teguh Sahaja,Pendidikan,5165963,6640693,Terdaftar,1
288212133,UD. Vidi Pagi,Pendidikan,14690406,7875406,Terdaftar,1
288212134,UD. Alvino Pagi,Perdagangan,2960325,1484619,Terdaftar,1
288212135,UD. Marsya Trisula,Kesehatan,33142314,6219055,Belum Terdaftar,0
288212136,UD. Romi Saprahan,Perdagangan,43203451,2070618,Terdaftar,1
288212137,UD. Kanza Merdeka,Perdagangan,43055277,3002573,Belum Terdaftar,0
288212138,UD. Fitri Nirwana,Jasa,14065193,2565357,Belum Terdaftar,0
288212139,UD. Abdi Kelana Xenia,Kesehatan,29005964,6989029,Terdaftar,1
288212140,UD. Erlin Suryaputra Naufal,Kesehatan,31037319,1586999,Belum Terdaftar,0
288212141,UD. Ucup Dewangga Qiana,Pendidikan,36952600,549050,Terdaftar,1
288212142,UD. Qamar Tirtaatmaja,Perdagangan,38909847,7095825,Belum Terdaftar,0
288212143,UD. Reza Suryaatmaja,Perdagangan,6883038,6822415,Terdaftar,1
288212144,UD. Eddy Baswara,Kesehatan,28988647,5447073,Terdaftar,1
288212145,UD. Odie Santosa,Kesehatan,14754847,5135294,Terdaftar,1
288212146,UD. Hanaura Darussalam,Jasa,24071466,1283406,Terdaftar,1
288212147,UD. Eni Sahaja,Perdagangan,45059172,1998366,Belum Terdaftar,0
288212148,UD. Olla Cinta,Kesehatan,45385530,2981628,Terdaftar,1
288212149,UD. Prananda Padi,Perdagangan,31560913,8469144,Belum Terdaftar,0
288212150,UD. Muthia Hastinapura Gerry,Fashion,45745689,6775145,Terdaftar,1
288212151,UD. Qori Anggrek,Jasa,19735505,766545,Terdaftar,1
288212152,UD. Dora Tirta Pasha,,26813301,1497223,Belum Terdaftar,0
288212153,UD. Yessi Adhi,Kesehatan,20047710,8123929,Belum Terdaftar,0
288212154,UD. Sella Wangi,Pendidikan,37345422,6974268,Belum Terdaftar,0
288212155,UD. Jihan Bahari Qory,Perdagangan,10428644,6450039,Belum Terdaftar,0
288212156,UD. Vera Mandiri Gilangga,Pendidikan,40152979,7130734,Terdaftar,1
288212157,UD. Dani Madusari,Pendidikan,39644571,4637399,Terdaftar,1
288212158,UD. Muthia Jagadmaya,Perdagangan,36990471,4369467,Terdaftar,1
288212159,UD. Fatimah Lintang,Perdagangan,16020985,6670679,Terdaftar,1
288212160,UD. Rahmat Dharma,Perdagangan,25163199,7118027,Terdaftar,1
288212161,UD. Hana Paseban,Kesehatan,14149393,2870975,Terdaftar,1
288212162,UD. Livia Nirmala,Jasa,,4202651,Terdaftar,1
288212163,UD. Fanny Asri,Perdagangan,4259316,3053045,Terdaftar,1
288212164,UD. Gusti Asri,Jasa,47339670,9145660,Terdaftar,1
288212165,UD. Satria Pusaka,Perdagangan,25313917,3333410,Belum Terdaftar,0
288212166,UD. Fitri Trisudira,Pendidikan,14070598,1348196,Terdaftar,1
288212167,UD. Wesly Trisakti,Perdagangan,19940783,2739473,Belum Terdaftar,0
288212168,UD. Yaniar Kusumajati,Jasa,41273054,8129578,Belum Terdaftar,0
288212169,UD. Zainab Asri,Pendidikan,37053855,1902621,Terdaftar,1
288212170,UD. Pasha Manggala,Perdagangan,12251751,5257679,Belum Terdaftar,0
288212171,UD. Ulfa Trisudira,Pendidikan,40061842,4688776,Terdaftar,1
288212172,UD. Indah Mulya,Pendidikan,12635687,540247,Terdaftar,1
288212173,UD. Jafar Wijaya,Perdagangan,19225231,8970920,Belum Terdaftar,0
288212174,UD. Halimah Manunggal,Kesehatan,35938760,2105578,Belum Terdaftar,0
288212175,UD. Uchie Putri,Perdagangan,4891392,7086048,Terdaftar,1
288212176,UD. Bulan Yudhistira,Pendidikan,21766744,5270149,Belum Terdaftar,0
288212177,UD. Vega Tirtaatmaja,Pendidikan,21477575,5494103,Belum Terdaftar,0
288212178,UD. Mario Kusumasari Ovan,Perdagangan,7835494,1918523,Belum Terdaftar,0
288212179,UD. Kanza Nirwana,Jasa,16195295,1251254,Terdaftar,1
288212180,UD. Laila Bahagia,Kesehatan,42087751,5499070,Belum Terdaftar,0
288212181,UD. Lana Tejakencana,Perdagangan,11920588,6846689,Belum Terdaftar,0
288212182,UD. Yola Utama,Jasa,46373122,,Terdaftar,1
288212183,UD. Jihan Anggara,Jasa,43648769,7608177,Belum Terdaftar,0
288212184,UD. Iman Maheswara,Perdagangan,35024300,1235418,Terdaftar,1
288212185,UD. Lidya Prima,Jasa,7874011,7898121,Terdaftar,1
288212186,UD. Rafa Gemilang,Perdagangan,22125635,3404016,Belum Terdaftar,0
288212187,UD. Indira Citra,Jasa,29689697,3365424,Belum Terdaftar,0
288212188,UD. Zera Satriya,Jasa,31640054,3611406,Terdaftar,1
288212189,UD. Nara Pancasila Mirna,Perdagangan,25080198,5830914,Terdaftar,1
288212190,UD. Umi Bima,Kesehatan,36965533,2862810,Terdaftar,1
288212191,UD. Vincent Pusaka,Kesehatan,34889465,8761847,Terdaftar,1
288212192,UD. Yessi Sudarsana,Jasa,39865224,9680452,Belum Terdaftar,0
288212193,UD. Taufan Nirwana,Jasa,45016914,1820989,Belum Terdaftar,0
288212194,UD. Chiko Wacana,Kesehatan,21600456,1306760,Belum Terdaftar,0
288212195,UD. Yasir Jayengpati Tasya,Perdagangan,9324630,7081294,Terdaftar,1
288212196,UD. Vera Kusuma Hilmiyah,Pendidikan,34624588,1689116,Terdaftar,1
288212197,UD. Tegar Mandiri,Perdagangan,28110727,3852364,Belum Terdaftar,0
288212198,UD. Romi Wira,Perdagangan,4592557,6300136,Belum Terdaftar,0
288212199,UD. Cahya Yudhistira,Perdagangan,24893778,5007071,Terdaftar,1
288212200,UD. Omar Pamungkas Fikra,Jasa,43873306,6132221,Belum Terdaftar,0
288212201,UD. Qyla Lempung Livia,Pendidikan,13170662,2570509,Belum Terdaftar,0
288212202,UD. Lando Cerah,Pendidikan,1437623,6442442,Belum Terdaftar,0
288212203,UD. Qayla Maheswara,Pendidikan,12437965,5726720,Terdaftar,1
288212204,UD. Zidan Satya,Perdagangan,15701717,1553805,Belum Terdaftar,0
288212205,UD. Syifa Jaya,Kesehatan,12406741,7977108,Belum Terdaftar,0
288212206,UD. Nindy Mandiri,Perdagangan,11877700,7695193,Belum Terdaftar,0
288212207,UD. Kurnia Cerah,Jasa,16658831,3095287,Terdaftar,1
288212208,UD. Binar Dewangga,Perdagangan,8658918,6012305,Belum Terdaftar,0
288212209,UD. Rendi Gandewa,Jasa,3986777,7519710,Belum Terdaftar,0
288212210,UD. Rosa Trisula,Kesehatan,47980687,3401504,Terdaftar,1
288212211,UD. Berlian Citra,Kesehatan,26820284,7175478,Belum Terdaftar,0
288212212,UD. Gerry Trisudira Pasha,Jasa,27684855,7641584,Belum Terdaftar,0
288212213,UD. Mario Asri,Perdagangan,34853835,2182101,Belum Terdaftar,0
288212214,UD. Qanitah Wangi,Pendidikan,31478287,,Terdaftar,1
288212215,UD. Tariq Trisaktiatma,Perusahaan,20654448,9650074,Belum Terdaftar,0
288212216,UD. Clarissa Wijaya,Perdagangan,12120615,807637,Belum Terdaftar,0
288212217,UD. Lutfi Asih,Jasa,38119627,4620821,Belum Terdaftar,0
288212218,UD. Fitri Winata,Perdagangan,33062815,6526127,Terdaftar,1
288212219,UD. Fira Bagaskara Evan,Perdagangan,31693764,1293764,Belum Terdaftar,0
288212220,UD. Elen Suryaatmaja,Perusahaan,15946915,6640294,Terdaftar,1
288212221,UD. Candra Cinta,Perdagangan,13371547,6023427,Belum Terdaftar,0
288212222,UD. Baim Bratadikara,Perdagangan,42840251,2628640,Terdaftar,1
288212223,UD. Celsi Kusumajati,Perdagangan,5176630,2004448,Terdaftar,1
288212224,UD. Elok Surya,Kesehatan,14754802,1229724,Belum Terdaftar,0
288212225,UD. Jafar Elok,Pendidikan,3163947,4645276,Belum Terdaftar,0
288212226,UD. Yusuf Raharja,Jasa,16027715,9287512,Belum Terdaftar,0
288212227,UD. Pardi Surya,Kesehatan,47586214,3737349,Belum Terdaftar,0
288212228,UD. Zahra Tunggul,Jasa,40071590,5824996,Terdaftar,1
288212229,UD. Tomi Widuri,Jasa,43869714,7236085,Belum Terdaftar,0
288212230,UD. Erlangga Satria,Kesehatan,5756248,8202988,Terdaftar,1
288212231,UD. Icha Sangkala,Perdagangan,38377762,9925393,Belum Terdaftar,0
288212232,UD. Ilmi Nirmala Alya,Kesehatan,16115447,6460070,Belum Terdaftar,0
288212233,UD. Yayan Bangun,Pendidikan,36238162,1052646,Belum Terdaftar,0
288212234,UD. Taufan Panji,Pendidikan,14475606,9668165,Belum Terdaftar,0
288212235,UD. Heri Mardika,Perdagangan,34061726,1979477,Terdaftar,1
,UD. Andi Paseban,Perdagangan,38111853,3274030,Belum Terdaftar,0
288212237,UD. Zulkarnaen Bahari,Kesehatan,1968337,4470077,Terdaftar,1
288212238,UD. Sekar Makmur,Pendidikan,17327868,9936232,Terdaftar,1
288212239,UD. Putra Senopati,Pendidikan,7967878,6016436,Terdaftar,1
288212240,UD. Iqra Bagaskara Jafar,Perdagangan,40951063,3896843,Terdaftar,1
288212241,UD. Tami Resaputra,Jasa,22592696,1882715,Terdaftar,1
288212242,UD. Elyas Dharma,Jasa,40371181,7026126,Belum Terdaftar,0
288212243,UD. Qanita Mega,Perdagangan,36572752,606231,Belum Terdaftar,0
288212244,UD. Thariq Arsana Budi,Pendidikan,20799438,8598632,Terdaftar,1
288212245,UD. Khalid Ayodya,Perdagangan,6998920,9842547,Terdaftar,1
288212246,UD. Umar Buana,Kesehatan,48206177,1076634,Terdaftar,1
288212247,UD. Joko Sangga,Pendidikan,43087798,535653,Belum Terdaftar,0
288212248,UD. Qanita Suci,Pendidikan,34322839,3037531,Terdaftar,1
288212249,UD. Amir Kusumah,Pendidikan,34057449,6471094,Belum Terdaftar,0
288212250,UD. Yora Sulaksana,Kesehatan,31855773,5919744,Belum Terdaftar,0
288212251,UD. Amir Utama Yola,Perdagangan,17850132,9827228,Belum Terdaftar,0
288212252,UD. Anisa Atma,Perdagangan,34461244,9514868,Belum Terdaftar,0
288212253,UD. Grego Jaya,Pendidikan,34600426,2760648,Terdaftar,1
288212254,UD. Bayu Sukadarma,Kesehatan,18317946,8527481,Terdaftar,1
288212255,UD. Alvino Indah Vita,Kesehatan,17673419,4382052,Terdaftar,1
288212256,UD. Ulya Yudhistira,Jasa,,7245849,Terdaftar,1
288212257,UD. Chiko Anugerah,Perdagangan,35488859,2687848,Belum Terdaftar,0
288212258,UD. Lutfi Mandiri,Jasa,37408028,2972315,Belum Terdaftar,0
288212259,UD. Sella Mega Hilmiyah,Pendidikan,34238701,2253504,Belum Terdaftar,0
288212260,UD. Febri Kusen,Pendidikan,5139884,8086128,Terdaftar,1
288212261,UD. Uchie Baswara,Perdagangan,14198178,9978399,Belum Terdaftar,0
288212262,UD. Yolanda Sangga,Perdagangan,30895452,7179150,Belum Terdaftar,0
288212263,UD. Opik Widjaja,Perdagangan,4224703,7096626,Belum Terdaftar,0
288212264,UD. Yoga Sejahtera Kirana,Kesehatan,35446834,4817895,Terdaftar,1
288212265,UD. Budi Karang,Jasa,35307727,4586200,Belum Terdaftar,0
288212266,UD. Weni Mahendra Iqbal,Pendidikan,23620973,605559,Terdaftar,1
288212267,UD. Zainab Sangga,Jasa,29232755,9520987,Terdaftar,1
288212268,UD. Halimah Kelana Esa,Kesehatan,43143271,5894294,Terdaftar,1
288212269,UD. Jodi Nawasena,Jasa,13806661,4441288,,0
288212270,UD. Santi Panji,Pendidikan,15876442,8460922,Belum Terdaftar,0
288212271,UD. Qayla Baswara,Jasa,18304740,4358263,Terdaftar,1
288212272,UD. Rafa Pancasila,Jasa,31260117,7248542,Belum Terdaftar,0
288212273,UD. Joko Lestari Tami,Kesehatan,30612620,7801444,Terdaftar,1
288212274,UD. Melati Prima,Kesehatan,18206447,3883846,Belum Terdaftar,0
288212275,UD. Eni Wiratama,Pendidikan,36248462,4617042,Terdaftar,1
288212276,UD. Pandu Wetan,Pendidikan,46634302,9816797,Belum Terdaftar,0
288212277,UD. Wira Cempaka Yani,Kesehatan,49793483,4023368,Terdaftar,1
288212278,UD. Asep Citra,Jasa,19939568,9498970,Terdaftar,1
288212279,UD. Rizki Jati,Perdagangan,43809768,5987762,Belum Terdaftar,0
288212280,UD. Silvi Kamajaya,Perdagangan,15348995,6488175,Belum Terdaftar,0
288212281,UD. Xenia Warna,Jasa,16205617,3611604,Belum Terdaftar,0
288212282,UD. Isna Makmur,Kesehatan,42725675,5980199,Terdaftar,1
288212283,UD. Anisa Sahaja Hesti,Pendidikan,40903956,6272077,Terdaftar,1
288212284,UD. Fatimah Dharma,Perdagangan,7092673,7573879,Terdaftar,1
288212285,UD. Desi Ratu,Kesehatan,4505014,5813046,Terdaftar,1
288212286,UD. Fahmi Ratu,Jasa,34163251,8563270,Belum Terdaftar,0
288212287,UD. Qais Warna,Jasa,1558392,4202682,Belum Terdaftar,0
288212288,UD. Lono Cahyaningrat,Pendidikan,21962445,3959000,Belum Terdaftar,0
288212289,UD. Vega Wangi,Kesehatan,9953771,5530443,Terdaftar,1
288212290,UD. Bagir Satriya,Pendidikan,48575873,9021622,Terdaftar,1
288212291,UD. Widya Kayastha,Perdagangan,18098404,3177281,,0
288212292,UD. Zidan Nirmala,Kesehatan,7240845,4323128,Terdaftar,1
288212293,UD. Elsa Adiwarna,Perdagangan,49949678,8551594,Belum Terdaftar,0
288212294,UD. Carissa Sumringah,Pendidikan,5677971,839503,Terdaftar,1
288212295,UD. Iman Manik Melati,Perdagangan,10195746,988256,Terdaftar,1
288212296,UD. Odie Wirajaya,Perdagangan,45272922,3332229,Terdaftar,1
288212297,UD. Hanafi Utamaindah,Jasa,23590128,7643561,Terdaftar,1
288212298,UD. Heri Bersemi,Pendidikan,6860795,7551673,Terdaftar,1
288212299,UD. Lono Prajurit,Jasa,15554565,533673,Terdaftar,1
288212300,UD. Wenda Alam Rizki,Pendidikan,21621894,794161,Terdaftar,1
288212301,UD. Shinta Wangi,Perdagangan,27721708,1986833,Terdaftar,1
288212302,UD. Lintang Rejo,Pendidikan,4389196,5352923,Terdaftar,1
288212303,UD. Erni Pancasila,Pendidikan,42516432,3271272,Belum Terdaftar,0
